,artist,song,link,text
37706,Jim Croce,Maybe Tomorrow,/j/jim+croce/maybe+tomorrow_20266990.html,"Smoke another cigarette, have another drink or two  
Sit by the telephone 'til morning  
She never tells me where she's goin'  
But I think it's mighty plain  
Maybe tomorrow  
She'll be back home again  
  
She wasn't like this when I met her  
Whatever made her change?  
Now she never even says I love you  
She just comes a-rollin' in  
Never wanting to explain  
Maybe tomorrow she'll be back home again  
  
Wish that I could meet him  
Just to tell him who I am  
I would like to find out what he has  
That I don't have  
  
She never says a thing about him but it's plain as day  
She's going somewhere every evening  
Can't take it too much longer  
I think I'm goin' insane  
Maybe tomorrow she'll be back home again  
  
Wish that I could meet him  
Just to tell him who I am  
I would like to find out what he has  
That I don't have  
  
She never says a thing about him but it's plain as day  
She's going somewhere every evening  
Can't take it too much longer  
I think I'm goin' insane  
Maybe tomorrow she'll be back home again

"
16391,Prince,A Case Of U,/p/prince/a+case+of+u_20174562.html,"I am a lonely painter  
I live in a box of paints  
I used 2 be frightened by the devil  
And drawn 2 those who weren't afraid  
Remember when you told me  
That love was touching souls?  
Well, surely you touched mine  
Part of you pours out of me from time 2 time in these lines  
U're in my blood like holy wine... U're so bitter and so sweet  
I could drink a case of you darling  
And still b on my feet... Still be on my feet

"
44811,Natalie Cole,Ask A Woman Who Knows,/n/natalie+cole/ask+a+woman+who+knows_20230789.html,"He stays out every night  
And leaves me all alone  
He never tells me where he goes  
I'm not the only lonely one  
Just ask a woman who knows  
We used to share our troubles  
And the good times too  
  
Now I'm left with all the woes  
I'm not the only sorry one  
Just ask a woman who knows  
The days are long  
  
Oh, but the nights are longer  
I got the lonesomest blues  
You know my only consolation  
Is I ain't got nothing more to lose  
So there you have the story  
Of a love gone wrong  
  
That used to blossom like a rose  
Oh, I'm not the only broken heart  
Just ask a woman who knows  
  
Well my only consolation  
Is that I got nothing more to lose  
So there you have the story  
Of a love gone wrong  
  
That used to blossom like a rose  
But I'm not the only broken heart  
Just ask a woman  
And I'm a woman  
Just ask a woman who knows  
Oh, yeah  
Ask a woman, ask a woman  
And I'm a woman  
Who knows

"
16132,Pitbull,Took My Love,/p/pitbull/took+my+love_20915447.html,"Red Foo, Mr. Worldwide  
Mr. Vain, Rush  
  
You took my love, I thought I was the only one  
You took my love, it feels like you did it for fun  
You took my love, but my heart keeps telling me you're the one  
You took my love, took my love  
  
Loquita, I don't play, you know what time it is with me  
You want my heart, you got to work  
And show me that you'd ride it there for me  
I can see right through your eyes, and I know what you tryin' to do  
You tryin' to rob, steal, take my love, well fuck you  
  
Take my love, ha ha, not a woman on earth that can do that  
Say what, I don't know where you from, or where you been at  
I'm letting you know what's up, and if you don't play by the rules  
Oh baby, you get cut, I talked so much, you took my love  
  
You took my love, I thought I was the only one  
You took my love, it feels like you did it for fun  
You took my love, but my heart keeps telling me you're the one  
You took my love, took my love  
  
Yaoh, I'm in the club, and the place is poppin'  
Sip-sippin' bub and the bass is knockin'  
Times are great, 'cause I'm with my crew  
But my smile is fake, 'cause I'm missing you  
Baby you know that I didn't learn my lesson  
Shoulda gave you more time, more love and affection  
And when I see you later with that other guy  
Keep telling myself a player ain't suppose to cry  
  
You took my love, I thought I was the only one  
You took my love, it feels like you did it for fun  
You took my love, but my heart keeps telling me you're the one  
You took my love, took my love  
  
She took my love, and played me for a sucker  
But it don't even matter, 'cause you know I still love her  
She took my heart, and threw it on the ground  
But it don't even matter, 'cause I still want her around  
  
She's such a love taker, she's such a love taker  
It's guaranteed that she's a professional heart breaker  
But a great love maker, all in a sheet  
She made my heart skip a beat  
But for now she's as cold as they come  
Not mags, no life and no guns  
She took my love  
  
You took my love, I thought I was the only one  
You took my love, it feels like you did it for fun  
You took my love, but my heart keeps telling me you're the one  
You took my love, took my love  
  
[Repeat: x8]  
Love

"
53664,Tori Amos,God,/t/tori+amos/god_20139552.html,"God sometimes you just don't come through  
God sometimes you just don't come through  
Do you need a woman to look after you  
God sometimes you just don't come through  
  
You make pretty daisies pretty daisies love  
I gotta find what you're doing about things here  
A few witches burning gets a little toasty here  
I gotta find why you always go when the wind blows  
Tell me you're crazy maybe then I'll understand  
You got your nine iron in the back seat just in case  
Heard you've gone south well babe you love your new four wheel  
I gotta find why you always go when the wind blows  
  
(Give not thy strength unto women nor thy ways to that which destroyeth kings)  
  
Will you even tell her if you decide to make the sky fall  
Will you even tell her if you decide to make the sky  
  
God sometimes you just don't come through  
God sometimes you just don't come through  
Do you need a woman to look after you  
God sometimes you just don't come through

"
17559,Richard Marx,Heavens Waiting,/r/richard+marx/heavens+waiting_20116048.html,"There is no understanding in this hostile age  
Sometimes I feel just like a rat locked in a cage  
It's hard to live beyond the walls  
It ain't no life at all  
But don't you tear it down  
  
[Chorus]  
Take your chances, I'll take mine  
Chasing thunder is only wasted time  
Got no reason to walk that line  
Heaven's waiting if I can make it home tonight  
  
And with the years I've found a faith that gets me by  
It shows me the truth in a hurricane of lies  
My baby's left a light for me  
That's really all I need  
They won't bring me down  
  
[Chorus]  
  
Aimlessly rushing leaves you with nothing  
You need some loving to make you feel alive  
In less than a moment, life can be stolen  
I know where I'm going, gotta get me there tonight  
  
I'm holding on to what I can  
Like any other lucky man  
Love won't strike me, love won't sell me out  
  
[Chorus]

"
12004,Loretta Lynn,It's Such A Pretty World Today,/l/loretta+lynn/its+such+a+pretty+world+today_20703071.html,"It's such a pretty world today I look at the sunshine  
And every day's the same since I met you  
It's such a pretty world today knowin' that you're mine  
And happinsess is being close to you  
  
And though the rain may fall my skies will all be blue  
If I look close enough the sun would come shinin' through  
It's such a pretty world today look at the sunshine  
Today and every day since I met you  
  
Though the rain may fall...  
Today and every day since I met you

"
1076,Barbra Streisand,Guilty,/b/barbra+streisand/guilty_20012701.html,"Barbra  
Shadows falling , baby , we stand alone  
Out on the street anybody you meet got a heartache of their own  
(It oughta be illegal)  
Make it a crime to be lonely or sad  
(It oughta be illegal)  
You got a reason for livin'  
You battle on with the love you're livin' on  
  
You gotta be mine  
We take it away  
It's gotta be night and say  
Just a matter of time  
And we got nothing to be guilty of  
Our love will climb any mountain near or far , we are  
And we never let it end  
  
We are devotion  
And we got nothing to be sorry for  
Our love is one in a million  
Eyes can see that we got a highway to the sky  
I don't want to hear your goodbye  
  
Oh!  
Barry  
Aaah!  
Pulse's racing , darling  
How grand we are  
Little by little we meet in the middle  
There's danger in the dark  
(It oughta be illegal)  
Make it a crime to be out in the cold  
(It oughta be illegal)  
You got a reason for livin'  
You battle on with the love you're buildin' on  
  
Together  
You gotta be mine  
We take it away  
It's gotta be night and day  
Just a matter of time  
And we got nothing to be guilty of  
Our love will climb and mountain near or far, we are  
  
And we never let it end  
We are devotion  
And we got nothing to be sorry for  
Our love is one in a million  
Eyes can see that we got a highway to the sky  
  
Barbra  
I don't want to hear your goodbye  
Barry  
Don't want to hear your goodbye  
Together  
I don't want to hear your  
And we got nothing to be guilty of  
Our love will climb and mountain near or far , we are  
And we never let it end  
  
We are devotion  
And we got nothing to be sorry for  
Our love is one in a million  
Eyes can see that we got a highway to the sky  
Don't want to hear your goodbye  
Don't want to hear your  
And we got nothing to be guilty of

"
10371,Kenny Loggins,I'm Gonna Do It Right,/k/kenny+loggins/im+gonna+do+it+right_20077837.html,"Waitin' for the night to fade  
Here on a foreign shore  
And all I've done is run away  
Like too many nights before  
  
Its taken far too long  
To make my world my own  
I'm gonna try  
'Cause this time round  
I've made my mind up  
  
[Chorus]  
If I think about leavin'  
I'm gonna do it right, alright  
'N if I'm thinkon' about holdin' on  
I'm gonna do it right  
  
Never been known to lie to me  
Ain't gonna start in now  
I've never been one for hide and seek  
So what's all this endless doubt about  
  
I know just what I'll do  
I've got to make my move  
'N I'll be fine  
'Cause this time round  
I've made my mind up  
  
[Chorus]  
  
Don't matter what you do  
Just get to doin'  
It'll come to you  
  
No more maybe  
No more baby  
No more ""save me""  
  
And if I want to live my life  
I gotta get it up to do it right  
And if I want to feel alright  
Gotta shed a little light on me tonight  
  
Oh, hold on, hold on  
  
[Chorus: x2]

"
48578,Planetshakers,My Hope,/p/planetshakers/my+hope_20851975.html,"Lay down my life before You Lord  
Stand here in wonder of Your Love  
Lord I live for You alone  
You're worthy of all praise  
  
All of Heaven shouts Your Name  
All the earth will bring You praise  
With my life I honour You  
You're worthy of all praise  
  
You're all I want  
You're all I need  
My one desire  
  
My hope is found in You  
Everything I need is at Your feet  
My life I lay it down, an offering  
I'm living for the glory of Your Name  
  
You're all I need  
You're all I need  
You're all I need  
Jesus

"
49449,Queen Latifah,Wrath Of My Madness,/q/queen+latifah/wrath+of+my+madness_10237180.html,"My mellow Latee was kicking flavor  
The R.E. posse said ""Yo Latifah we can do this""  
So I paused in the thought and in my brillance I caught  
And I agreed because I already knew this  
Now you should want to flex, cause I'm in full effect  
Queen Latifah is five-oh on this set  
You've been begging and dying for somebody's rhyming to set you free  
For God so loved the world he gave to me  
I'm coolin teaching those needing schoolin  
The mic, this mic in my hand, I'm rulin  
So prepare your mind for my lifeline  
And meet the new Queen of Royal Badness  
Latifah has the spirit so head for the water  
And dive into the wrath of my madness  
(Latifah: rasta chorus)  
Cost of living getting higher cause them to rhyme our way  
Queen Latifah getting higher cause her to rhyme our way  
Some MC's have gold and African vein  
And using each other to compete with  
Their subjects I pity because their rhymes are not witty like mine  
To write a rhyme so delicious you can eat it  
There are those who like my taste, but don't consider biting  
There's penalties for those who don't do writing, just be reciting  
Everyone else's word that took a lot of thinking  
It's not my fault your thoughts are shrinking  
while mine are growing, yes you know like all the woman inside of me  
Despite what you do or say, and even in spite of me  
Brothers, catch my eye with little hijinks like eye winks  
Dying to have a lover of my likeness  
So release all your shyness, call me ""Your highness""  
And dare to feel the wrath of my madness  
(Latifah: rasta chorus)  
Cost of living getting higher cause them to rhyme our way  
Queen Latifah getting higher cause her to rhyme our way  
Word of mouth is always everlasting  
And everlasting are the words that I bring  
The ruler of the ring is Lord Ramsey  
And music is made by Mark the 45 King  
You tremble for my treble, you're begging for the bass  
The voice is too vicious, the same as the pace  
The crowds, they love me, they give only hugs  
The shrinked-to-fit buttonflies fit quite snug  
As a bug, you know why? Because I'm bugging  
Of the beats that DJ Mark is loving  
So plex on the sounds that I'm pumping  
I'm jumping with the energy to turn your mind to gladness  
Come on, just get into it, don't lie and say you've been through it  
Feel the wrath of my madness  
(More rasta singing)  
I scene is mine cause I took it  
I took it for the money and I took it for the fun  
Don't step up in my face, you don't want to feel the taste  
Don't try and play me out, cause I am not the one  
Brothers on my brastrap, sisters clocking my sound, why?  
Because they want to be down with the  
Queen L-A-T-I-F-A-H in command  
I supply the concept for you to understand  
For those who want to bite, don't make me have to fuss  
The only thing you get is the gluteous maximus  
Suckers on the tip, you're loving me, you're leaving me  
You wish that one day you could have this  
Come on, you know the time, just be thankful for the rhyme  
And get up on the wrath of my madness  
(Extended ragga outro)

"
56565,Willie Nelson,Faded Love,/w/willie+nelson/faded+love_20193479.html,"When I look at the letter that you wrote to me  
It's you that I'm thinking of  
As I read the lines that to me were so sweet  
I remember our faded love  
  
[Chorus]  
I miss you darlin' more and more every day  
As heaven would miss the stars above  
With every heartbeat I still think of you  
And remember our faded love  
  
As I think of the past and all the pleasure we had,  
As I watch the mating of a dove,  
And it was in the springtime that we said goodbye.  
I remember our faded love.  
  
[Chorus]

"
18353,Roy Orbison,Heavy Load,/r/roy+orbison/heavy+load_20119209.html,"At times it seems too rough, things just drag me down  
It's hard to find the strength to just one more round  
When I need help, I know where to go  
'cause you're the best friend that I could ever know  
Being taught the words from you .... from what is true  
Someone to share the pain that I'm going through  
And it's a heavy load that I bear and it's a heavy crown that I wear  
As I travel down this road, it's a heavy load, it's a heavy load  
  
It's a heavy load that I bear and it's a heavy crown that I wear  
So help me one more time, it's such an uphill climb  
As I travel down this road, it's a heavy load  
Lord it's a heavy load, Lord it's a heavy load, Lord it's a heavy load  
Lord it's a heavy load, Lord it's a heavy load....  
  

"
49079,Proclaimers,Don't Give It To Me,/p/proclaimers/dont+give+it+to+me_20184879.html,"Your life is full of misery  
Well take something for it  
Or try to ignore it, don't give it to me  
You trapped me in this corner  
You're breathing it over me  
Next stop's the Royal Infirmary  
  
The room's started spinning  
I'm finding it hard to breath  
I think I'll have to leave, I need some air  
That little black cloud  
That follows you everywhere's  
Floating my way and it's raining despair  
  
Now I'm not immune to misery myself  
But it's just a bore in somebody else  
If you weren't allowed to talk of yourself  
You would have nothing to say  
  
Your life if full of misery  
Well take something for it  
Or try to ignore it, don't give it to me  
  
Your life is full of misery  
Well take something for it  
Or try to ignore it, don't give it to me  
You trapped me in this corner  
You're breathing it over me  
Next stop's the Royal Infirmary  
  
Now I'm not immune

"
45522,Nick Cave,500 Miles,/n/nick+cave/500+miles_20100212.html,"If you miss the train I'm on  
Then you know that I'll be gone  
You can hear the whistle blow a hundred miles  
A hundred miles, a hundred miles, a hundred miles, a hundred miles  
You can hear the whistle blow a hundred miles  
  
Lord I'm one, Lord I'm two, Lord I'm three, Lord I'm four  
Lord I'm 500 miles away from home  
500 miles, 500 miles, 500 miles, 500 miles,  
Lord I'm 500 miles away from home  
  
Not a shirt on my back, not a penny to my name  
Lord I can't go-a-home this-a-way  
This-a-way, this-a-way, this-a-way, this-a-way,  
Lord I can't go-a-home this-a-way

"
26291,Bonnie Raitt,Love On One Condition,/b/bonnie+raitt/love+on+one+condition_20524779.html,"I might forgive, but I won't forget  
Believe me, baby  
You swear you changed your ways  
You ain't proved it yet  
  
Well my friends try and tell me  
Say that I must be mad  
If I'm gonna take you back  
After the pain I've had  
Well, I explain my position  
That I made my decision  
I'll grant you love on one condition  
Love on one condition  
  
Do me right, don't do me wrong  
Come home every night, no more carryin' on  
I explain my position  
I'll grant you love on one condition  
  
Well my friends try and tell me  
Say that I must be mad  
If I'm gonna take you back  
After the pain I've had  
Well, I explain my position  
That I made my decision  
I'll grant you love on one condition  
Love on one condition

"
30258,Doobie Brothers,Livin' On The Fault Line,/d/doobie+brothers/livin+on+the+fault+line_20042486.html,"Patrick simmons  
Underneath us all  
There's a world that we always forget 'til it moves us  
Where the moon on the bay dances all alone  
Ramone, he draw the razor swift, it slice the air  
No more lovely dreams of those summer nights  
Down in santo domingo  
They laugh and play in the sleepy harbor town  
So unaware of the danger that's around  
Livin' on the fault line  
Livin' on the fault line  
Livin' on the fault line  
Livin' on the fault line  
No one can run when it finally comes down  
Nobody knows what is stirrin' underground  
Caruso stumbled  
While the city tumbled down  
The palace was in splinters  
Theodore was leaving town  

"
664,America,Hope,/a/america/hope_20007206.html,"There's a clock timing the world as it turns  
There's a man marking the candle as it burns  
Keeping track of every minute that remains  
Still we hope somehow  
It's gonna be alright  
It's gonna turn out fine  
There's a light shining beyond the southern cross  
Burning bright for everyone of us who's lost  
More than faith more than a reason to go on  
Rise on up knowing  
You're gonna win the fight  
It's gonna turn out fine  
You gotta hope it'll be alright  
Come on and hope it'll turn out fine  
Yeah, hope it'll be alright, please  
When the night turns to the deepest shade of black  
At that point there is no reason to turn back  
High above angels are falling from the sky  
Lift your heart knowing  
It's gonna be alright  
It's gonna turn out fine  
You gotta hope it'll be alright  
Come on and hope it'll turn out fine  
Yeah, hope it'll be alright, please  
You gotta hope, ya gonna win the fight  
Come on 'n hope with all your might  
Yeah hope it's gonna be alright, please  
Millions of people alone in the dark  
Awaiting a moment of hope  
Please  
You gotta hope (Whenever times get tough) it'll be alright  
Come on and hope (And when the road is rough) it'll turn out fine  
Yeah, hope (Just when you've had enough) it'll be alright, please  
You gotta hope (Whenever times get tough) you're gonna win the fight  
Come on and hope (And when the road is rough) with all your might  
Yeah, hope (Just when you've had enough) it's gonna be alright, please  
You gotta hope (Whenever times get tough) it'll be alright  
Come on and hope (And when the road is rough) it'll turn out fine  
Yeah, hope (Just when you've had enough) it'll be alright, please  
You gotta hope, you're gonna win the fight  

"
23130,Air Supply,Would You Ever Walk Away,/a/air+supply/would+you+ever+walk+away_20522257.html,"From this moment I will follow you  
To the borders of my country  
Will you make those promises come true  
Will you always want to hold me  
  
CHORUS  
Would you ever walk away from love  
Will your lips speak what is true  
If you say that this is where you belong  
That's all I want, from you  
  
In the garden of my deepest soul  
Is the seed to bring the future  
It's the story that is young and old  
And the student is the teacher  
  
REPEAT CHORUS  
  
Wind and rain can never change what is to be  
Lightning strikes across my heart so suddenly  
  
REPEAT CHORUS  
  

"
158,Aerosmith,Love Me Like A Bird Dog,/a/aerosmith/love+me+like+a+bird+dog_20004494.html,"Savin' all your money  
For a rainy day limousine  
Teenage baby send you  
Full friction magazine  
I don't know how she do it  
  
Up down turnaround  
Four on the floor tonight  
When she did what she was doin'  
She was rubbin' me the wrong way right  
Push come to shove  
Give it one more try  
Don't miss your water  
Until the well runs dry  
  
Love Me Like A Birddog  
Never Learn to Fly  
  
Bareback baby  
Tell me what's on your mind  
If it's the same old same old  
Slap you on the back behind  
I don't know how you do it  
Tell me one time  
About how it used to be  
You got the judge and jury  
Swinging from the highest tree  
Push came to shove  
Give it one more try  
Don't miss your water  
Until the well runs dry  
  
Love Me Like a Bird Dog  
Never learn to fly  
Ask me no questions  
I'll tell you no lies  
  
Love Me Like a Bird Dog  
Never learn to fly  
Ask me no questions  
  
Bass drum beating  
Like a hot damn house on fire  
Love lover's quarrels  
Always seem to make the body cry  
I don't know how she do it  
Tell me one time  
About how it used to be  
She got the judge and jury  
Swinging from the highest tree  
Push came to shove  
Give it one more try  
You don't miss your water  
Until the well runs dry  
  
Love Me Like a Bird Dog  
Never learn to fly  
Ask me no questions  
I'll tell you no lies

"
54425,Unearth,False Idols,/u/unearth/false+idols_20194665.html,"I never cared to know your name  
Roll out the red it's all the same  
False idols scream for our love  
Compete for stage devote for name  
It's all pathetically the same  
Convinced of starlight beauty  
A must watch all tune in  
A celebration heartache  
Hail false heroes  
  
Surrender to our envy  
No boundaries left untouched  
No passion left for memories  
No passion for real memories  
  
Here we stand  
Lessened are the far and few who sustain,  
Protect and nurture  
  
Who stands before us  
We lay our lives down for the star  
Who stands before us  
  
We speak  
We lay our lives down for the star  
It's all pathetically the same

"
42836,Marianne Faithfull,Surabaya Johnny,/m/marianne+faithfull/surabaya+johnny_20088557.html,"I had just turned sixteen that season  
When you came up from Burma to stay.  
And you told me I ought to travel with you,  
You were sure it would be OK.  
When I asked how you earned your living,  
I can still hear what you said to me:  
You had some kind of job on the railway  
And had nothing to do with the sea.  
  
You said a lot, Johnny,  
All one big lie, Johnny.  
You cheated me blind, Johnny,  
From the minute we met.  
I hate you so, Johnny,  
When you stand there grinning, Johnny.  
Take that damn pipe out of your mouth, you rat.  
  
Surabaya Johnny,  
No one's meaner than you.  
Surabaya Johnny,  
My God and I still love you so.  
Surabaya Johnny,  
Why am I feeling so blue ?  
You have no heart, Johnny,  
And I still love you so.  
  
At the start, every day was Sunday,  
Till we went on our way one fine night.  
And before two more weeks were over,  
You thought nothing I did was right.  
So we trekked up and down through the Punjab,  
From the source of the river to the sea.  
When I look at my face in the mirror,  
There's an old woman staring back at me.  
  
You didn't want love, Johnny,  
You wanted cash, Johnny.  
But I sewed your lips, Johnny,  
And that was that.  
You wanted it all, Johnny,  
I gave you more, Johnny.  
Take that damn pipe out of your mouth, you rat.  
  
Surabaya Johnny.  
No one's meaner than you.  
Surabaya Johnny.  
My God and I still love you so.  
Surabaya Johnny,  
Why am I feeling so blue ?  
You have no heart, Johnny.  
And I still love you so.  
  
I would never have thought of asking  
How you'd got that peculiar name,  
But from one end of the coast to the other  
You were known everywhere we came.  
And one day I

"
25440,Billy Joel,Why Should I Worry?,/b/billy+joel/why+should+i+worry_20342109.html,"One minute I'm in Central Park  
Then I'm down on Delancey Street  
From the Bow'ry to St. Marks  
There's a syncopated beat  
  
Whoo, whoo, whoo, whoo, whoo  
I'm streetwise, I can improvise  
Whoo, whoo, whoo, whoo, whoo  
I'm streetsmart, I've got New York City heart  
  
Why should I worry?  
Why should I care?  
I may not have a dime  
But I got street savoire faire  
  
Why should I worry?  
Why should I care?  
It's just bebopulation  
And I got street saviore faire  
  
The rhythm of the city  
But once you get it down  
Then you can own this town  
You can wear the crown  
  
Why should I worry?  
Why should I care?  
I may not have a dime  
But I got street savoire faire  
  
Why should I worry?  
Why should I care?  
It's just bebopulation  
And I got street saviore faire  
  
Ev'rything goes  
Ev'rything fits  
They love me at the Chelsea  
They adore me at the Ritz  
  
Why should I worry?  
Why should I care?  
And even when I cross that line  
I got street savoire faire

"
44478,Moody Blues,Question,/m/moody+blues/question_20095900.html,"Why do we never get an answer  
When we're knocking at the door  
With a thousand million questions  
About hate and death and war?  
'Cause when we stop and look around us  
There is nothing that we need  
In a world of persecution that is burning in its greed  
  
Why do we never get an answer  
When we're knocking at the door  
Because the truth is hard to swallow  
That's what the war of love is for  
  
It's not the way that you say it  
When you do those things to me  
It's more the way that you mean it  
When you tell me what will be  
And when you stop and think about it  
You won't believe it's true  
That all the love you've been giving  
Has all been meant for you  
  
I'm looking for someone to change my life  
I'm looking for a miracle in my life  
And if you could see what it's done to me  
To lose the love I knew  
Could safely lead me through  
  
Between the silence of the mountains  
And the crashing of the sea  
There lies a land I once lived in  
And she's waiting there for me  
But in the Grey of the morning  
My mind becomes confused  
Between the dead and the sleeping  
And the road that I must choose  
  
I'm looking for someone to change my life  
I'm looking for a miracle in my life  
And if you could see what it's done to me  
To lose the love I knew  
Could safely lead me to  
The land that I once knew  
To learn as we grow old  
The secrets of our soul  
It's not the way that you say it when you do those things to me  
It's more the way you really mean it when you tell me what will be  
  
Why do we never get an answer  
When we're knocking at the door  
With a thousand million questions  
About hate and death and war  
'Cause when we stop and look around us  
There is nothing that we need  
In a world of persecution that is burning in its greed  
  
Why do we never get an answer  
When we're knocking at the door  
  
Songwriter: Justin Hayward.

"
54772,Utopia,The Seven Rays,/u/utopia/the+seven+rays_20142632.html,"My great grandfather was a satisfied man  
Contented in every way  
Such was the course of his everyday life  
'Til he heard of the seven rays (Repeat 3X)  
  
Every modern man, in the back of his mind  
Has a problem to face  
He wants security for the home in his head  
All he needs is the seven rays (Repeat 2X)  
  
And when you think about tomorrow  
What goes through your mind?  
Now don't nobody get uptight  
Do you think that we can put up  
With this shit one more night  
All you need is just six more rays (Repeat 2X)  
  
Take one beam of light  
Prism acquire  
Break the white light down  
Seven rays appear (Repeat)  
  
One, Red, the ruler seeking freedom  
Two, Gold, the father seeking unity  
Three, Orange, the thinker seeking understanding  
Four, Yellow, the poet seeking harmony  
  
Take the seven rays  
Pure as fire  
Focus anywhere  
White light will appear (Repeat 2X)  
  
Five, Green, the scientist seeking truth  
Six, Blue, the disciple seeking goodness  
Seven, Indigo, the artist seeking beauty  
  
This may sound like a bunch of trumped up words  
But we keep no secrets today  
The only hope for you is in your brothers, my friend  
All you need is just six more rays  
All we need is the seven rays (Repeat 3X)

"
16912,Ramones,Bye Bye Baby,/r/ramones/bye+bye+baby_20113816.html,"Woke up thinking bout you today  
Why does it have to be this way  
We drove each other crazy  
Bye bye babe  
Bye bye baby  
Well I guess it's over and it's done  
We had some good times and we had fun  
We drove each other crazy  
I'll always love you  
  
Bye bye baby  
Babe bye bye  
Bye bye baby  
Don't you cry  
Bye bye baby  
Babe bye bye  
Bye bye baby  
Don't you cry  
  
Woke up thinking bout you today  
Felt sad and lonely we drove each other  
Crazy I'll always love you baby  
  
Well I guess it's over and it's done  
We had some goof times-we had fun  
We drove each other crazy I'll always love you

"
30910,Electric Light Orchestra,Shangri-La,/e/electric+light+orchestra/shangri+la_20045337.html,"Sitting here, waiting for,  
Someone calling at my door,  
Too bad,  
I'm getting out of love.  
  
What's the use of changing things,  
Wonder what tomorrow brings,  
Who knows,  
I'm getting out of love.  
  
CHORUS  
My Shangri-la has gone away,  
Faded like the Beatles on Hey Jude  
She seemed to drift out on the rain  
That came in somewhere softly from the blue  
  
Clouds roll by and hide the sun,  
Raindrops fall on everyone,  
So sad,  
I'm getting out of love.  
  
CHORUS -- repeat x2

"
21129,Waterboys,The Wayward Wind,/w/waterboys/the+wayward+wind_20145309.html,"In a lonesome shack by the railroad track  
I spent my younger days  
And I guess the sound of the outward bound  
Made me a slave  
To my wandering queen  
  
And the wayward wind  
is a restless wind  
A restless wind  
that yearns to wander  
And I was born  
next of kin  
The next of kin  
to the wayward wind  
  
I met her down in a border town  
we swore we'd never part  
Though I tried my best to settle down  
now she's all alone  
With a broken heart  
  
And the wayward wind  
is a restless wind  
A restless wind  
that yearns to wander  
And I was born  
the next of kin  
The next of kin  
to the wayward wind  
  
And the wayward wind  
is a restless wind  
A restless wind  
that yearns to wander  
And I was born  
the next of kin  
The next of kin  
to the wayward wind  
  
The next of kin  
to the wayward, wayward wind

"
44787,Nat King Cole,Night Lights,/n/nat+king+cole/night+lights_20098072.html,"Night lights, those blues-in-the-night lights  
Are no longer bright lights since I'm without you  
Sweet dreams, oh where did they fly to?  
You're gone and who can I cry to?  
  
Those night lights remind me of bright eyes  
And beautiful white lies too good to be true  
As I go on my way with all my heart I pray  
That those night lights will lead me to you  
  
Those night lights remind me of bright eyes  
And beautiful white lies too good to be true  
As I go on my way with all my heart I pray  
That those night lights will lead me to you

"
21122,Waterboys,Savage Earth Heart,/w/waterboys/savage+earth+heart_20145343.html,"Ooooh!  
...let me see the savage  
I want to see the savage coming  
crashing through your face  
I want to be there  
when the savage comes  
I want to be there  
when the savage comes  
When your savage earth heart  
cuts through  
I want to be a witness  
or a victim to your spell  
Crackling in lightening  
dressed in shadows  
Red like a carousel  
I want to be there  
when the savage comes  
I want to be there  
when the savage comes  
when your savage earth heart  
...cuts through  
Will you lay all of your  
deepest wildest secrets bare?  
Will you let all of those  
rumbling old gods take rage?  
I want to be there  
when the savage comes  
I want to be there  
when the savage comes  
When your savage earth heart  
cuts through!  
Then I was taken smoothly  
by the vulture of the soul  
That hideous strength  
that numbs the tongue  
And he led me like a cinder  
through the fields of hell  
to doubt my friends and to hate myself  
But when my savage earth heart  
...cuts through  
When my savage earth heart  
cuts through  
Then my savage earth heart  
...cuts through  
And the culture of the soul laid waste

"
42604,Manowar,Swords In The Wind,/m/manowar/swords+in+the+wind_20346533.html,"I surrender my soul Odin hear my call  
One day I'll sit beside your throne in Valhalla's great hall  
Like so many before me I'll die with honor and pride  
The right of a warrior forever to fight by your side  
  
Send a sign raise the sail wave a last goodbye  
Destiny is calling immortality be mine  
  
Call the witch to cast the runes, weave a magic spell  
We who die in battle are born not for heaven not for hell  
  
We are Sons of Odin the fire we burn inside  
Is the legacy of warrior kings who reign above in the sky  
  
I will lead the charge my sword into the wind  
Sons of Odin fight to die and live again  
Viking ships cross the sea, in cold wind, and rain  
Sail into the black of night magic stars our guiding light  
  
Today the blood of battle upon my weapons will never dry  
Many I'll send into the ground laughing as they die  
  
We are Sons of Odin the fire we burn inside  
Is the legacy of warrior kings who reign above in the sky  
  
I will lead the charge my sword into the wind  
Sons of Odin fight to die and live again  
Viking ships cross the sea, in cold wind, and rain  
Sail into the black of night magic stars our guiding light  
  
Place my body on a ship and burn it in the sea  
Let my spirit rise Valkries carry me  
Take me to Valhalla where my brothers wait for me  
Fires burning to the sky my spirit will never die  
  
I will lead the charge my sword into the wind  
Sons of Odin fight to die and live again  
Viking ships cross the sea, in cold wind, and rain  
Sail into the black of night magic stars our guiding light

"
28369,Crowded House,All I Ask,/c/crowded+house/all+i+ask_20034434.html,"All I ask  
Is to live each moment  
Free from the last  
Take the road forgotten  
Don't leave me here  
Oh, please let me stray  
Far from familiar things  
  
All I ask  
Is to live each moment  
All I ask  
Is to live each moment  
Free from the last  
  
Strange roads  
Going nowhere  
Going nowhere (in particular)  
  
All I ask  
Is to live each moment  
All I ask  
Is to live, live each moment  
Free from the last  
Free from the last  
All I ask

"
