,artist,song,link,text
33491,Genesis,The Day The Light Went Out,/g/genesis/the+day+the+light+went+out_20058927.html,"When they went to bed that night, no one would have believed  
That in the morning light would not be there  
The dark hung heavy on the air like the grip of a jealous man  
No place was there known to have been spared  
Then panic took control of minds as fear hit everyone  
The day the light went out of the daytime sky  
  
Artificial light could hardly penetrate the gloom  
Nothing out of reach could be observed  
Looting, pillage, murder, rape became the rule of that day  
Who hit him no one knew, or whom he hit  
Cars were caught in pileups and the planes could never land  
The day the light went out of the daytime sky  
  
""Now I can rest here after my journey  
Now I can feed here before I continue.""  
  
Some were there who's heads were clear who sought, tried to find  
The nature of this deadly foe, the dark  
It seemed the sun was still somewhere, though hidden from their sight  
By something, though amorphous, yet alive  
And so they looked for ways to rid themselves of the parasite  
The day the light went out of the daytime sky  
  
""Now I can rest here after my journey  
Now I can feed here before I continue.""  
  
They tried in many fruitless ways to see the noonday sun  
By blasting with their missiles through the dark  
But soon a kind of sleepy state came over everyone  
Till nothing seemed to stir or even breathe  
And when the darkness chose to disappear, not many had survived  
Then came a shadow - another had arrived  
And again the light went out of the daytime sky

"
26251,Bonnie Raitt,Big Road,/b/bonnie+raitt/big+road_20524799.html,"Well I ain't goin' down that big long lonesome road  
Pretty baby don't you hear me talkin'  
No I ain't goin' down that big road by myself  
If I can't carrry you baby  
I'm gonna get me someone else  
Alright boys  
Well the sun is gonna shine in my back door some  
My back door some, my door someday  
You know the sun is gonna shine in  
My back door some day  
That big wind is gonna come up and blow my blues away  
Now if you don't want me baby  
Now why don't you tell me  
Now why don't you tell me, tell me so  
If you don't want me baby why don't you tell me so  
It ain't like I'm a woman who ain't got no place to go  
Play it right now  
Now what good is a bulldog, if he won't fuss or  
He won't fuss or fight pretty baby  
What good is a bulldog, if he won't fuss or fight.  
And what good is a man can't make his wolf stay all night  
  

"
33793,George Michael,Nothing Looks The Same In The Light,/g/george+michael/nothing+looks+the+same+in+the+light_20059381.html,"I watch you breathe, I cannot sleep,  
I touch your hair, I kiss your skin,  
And hope the morning sun won't wake you too soon.  
For when you wake, and look at me,  
You never know, you just might see,  
Another boy who crept in your room...  
Take your time...(that's what you told me),  
Take your time...  
But I fell head first, and I just don't know what to do.  
  
Chorus:  
Nothing looks the same in the light,  
Only a fool like me would take to heart,  
The things you said you meant last night.  
Nothing looks the same in the light,  
I'll keep my feet firm on the ground.  
Nothing looks the same in the light,  
There's danger in a stranger,  
With a warm hand and a kiss so right.  
Nothing looks the same in the light,  
It's been a pleasure, - see you around...  
  
I watch the sun, upon the sheets.  
I hear a car, out on the street,  
And gently pull you close, it's over too soon.  
What can I do, but wait and see,  
Hold on to you, please stay with me,  
Because you're the first, and I want to stay here with you.  
  
Chorus

"
52950,Ten Years After,Turned Off T.V.Blues,/t/ten+years+after/turned+off+tvblues_20465632.html,"It's a cold and winter's night and the rain is falling down  
It's so cold, cold outside, snow is laying all around  
There is blackness in my window, and the silence is the only sound  
  
Well I'm sitting and I'm thinking though I like to watch T.V.  
It just fills my head with garbage that my eyes ain't supposed to see  
Got the turned off T.V. blues now, but I'm lonely as you see  
  
Well I've got a worried feeling, all the pain and misery  
Well, it's happening in the world now, even though I cannot see  
Though my body is now with you, still my mind is running free  
  
There's just nothing I can do now, though I search from day to day  
But the truth is so hard to tell you, and you know it, anyway  
It's a cold and winter's evening, I wish my blues would go away

"
53055,Thin Lizzy,Johnny The Fox Meets Jimmy The Weed,/t/thin+lizzy/johnny+the+fox+meets+jimmy+the+weed_20136625.html,"Johnny the Fox he called to Jimmy the Weed  
He said ""Hey man, I know your name""  
I seen you cruising with the low riders  
Hanging out down on First street and Main  
  
Tuned into and listen to the voodoo Rhythm Devils  
Around the Bay  
They've got some crazy DJs  
Send you right out to heaven  
  
Jimmy the Weed for greed was taken aback  
Johnny the Fox you old sly cat  
Cleverly the Fox concealed his stash  
Crisp dollar bills leave no tracks  
  
In the back of a black cadillac  
The voodoo music travels  
Down Skid Row only black men can go  
The shady deal unravels  
  
Johnny the Fox, hot to hustle  
Jimmy the Weed won't use no muscle  
that cat's so sly, slick and subtle  
Johnny the Fox breaks out the bottle  
  
Tuned into and listening to  
The voodoo music travels  
The beating drum for the lonely one  
Sends you out to heaven

"
37450,James Taylor,Summertime Blues,/j/james+taylor/summertime+blues_20069332.html,"Well I'm gonna raise a fuss  
And I'm gonna raise a holler  
About working all summer  
Just trying to earn a dollar  
Well, I went to my boss  
Who governs me  
He said, ""no, dice, bud  
You gotta work late""  
  
[Chorus]  
Sometime I wonder  
What I'm gonna do  
There ain't no cure  
For the summertime blues  
  
Well, my mom and papa told me  
Now you better earn some money  
If one of you is gonna go  
Riding next Sunday  
Well, I didn't go to work  
I told my boss I was sick  
He said, ""you can't use the car  
Cause you didn't work a lick""  
  
[Chorus]  
  
Gonna save two weeks  
Gonna have a fine vacation  
Gonna take my problem  
To the united nations  
Well, I went to my congressman  
He sent me back a note  
It said, ""I''d like to help you, hon  
But you're too young to vote""  
  
[Chorus]  
  
Now there ain't no cure  
For the summertime blues  
Now there ain't no cure  
For the summertime blues

"
20357,Utada Hikaru,Apple And Cinnamon,/u/utada+hikaru/apple+and+cinnamon_20783946.html,"Tell me what is on your mind  
Help me, 'cause I'd like to know  
What the hell is going on?  
Never thought I'd sing this song  
  
Let's not get started with the he said, she said  
Sometimes it just doesn't go on as planned  
Let's not get started with the he said, she said  
Sometimes it just doesn't go on as planned  
  
Started out so simple and innocent  
So simple and innocent, so simple and innocent, so simple and innocent  
Chemistry like apple and cinnamon  
Like apple and cinnamon, like apple and cinnamon, like apple and cinnamon  
  
I can't believe that you and me were falling out of love  
And that everybody used to be so envious of us  
(Chemistry like apple and cinnamon)  
What we had was just too good  
Good to last  
  
Happiness don't last that long  
But what we had was beautiful  
  
Let's not get started with the he said, she said  
Sometimes it just doesn't go on as planned  
Let's not get started with the he said, she said  
Sometimes it just doesn't go on as planned  
  
Started out so simple and innocent  
So simple and innocent, so simple and innocent, so simple and innocent  
  
Chemistry like apple and cinnamon  
Like apple and cinnamon, like apple and cinnamon, like apple and cinnamon  
  
I can't believe that you and me were falling out of love  
And that everybody used to be so envious of us  
(Chemistry like apple and cinnamon)  
What we had was just too good  
Good to last  
  
Please don't look at me like that, oh  
Please don't look at me, don't look at me like that, oh  
You can't look at me like that, aah  
Please don't look at me, don't look at me like that, oh  
  
I can't believe that you and me were falling out of love  
And that everybody used to be so envious of us  
(Chemistry like apple and cinnamon)  
What we had was just too good  
  
Started out so simple and innocent  
So simple and innocent, so simple and innocent, so simple and innocent  
  
Chemistry like apple and cinnamon  
Like apple and cinnamon, like apple and cinnamon, like apple and cinnamon  
  
I can't believe that you and me were falling out of love  
And that everybody used to be so envious of us  
(Chemistry like apple and cinnamon)  
What we had was just too good  
Good to last

"
44022,Miley Cyrus,Giving You Up,/m/miley+cyrus/giving+you+up_20896374.html,"What...  
Could you hope to achieve,  
When I'm cryin' and you know why?  
How...  
Do you find your reasons,  
In my deepest, darkest night?  
I keep givin' you up.  
  
I remember when,  
You were my only friend.  
Now I'm not sure you can,  
Feel like that again.  
I keep givin' you up.  
  
And my,  
You know my mind's made up,  
This time.  
There's no goin' back to find  
What we had.  
And I know,  
There's no light left to shine.  
There's no wrong,  
But there's no right.  
So enough.  
I'm givin' you up.  
  
All the things that you said,  
Well you seem to forget.  
They surround in my head,  
Every night.  
And there's a battle within,  
That I'll never win.  
'Cause it's me,  
That I'm up against.  
'Cause it's my heart,  
Versus common sense.  
Can I give you up?  
  
And my,  
You know my mind's made up,  
This time.  
There's no goin' back to find,  
What we had.  
And I know,  
There's no light left to shine.  
There's no wrong,  
But there's no right.  
So enough.  
I'm givin' you up.  
  
Strip the layers,  
Make me better,  
Help me get out clean,  
Show your colors.  
I'm slipping under.  
Help me through this,  
Pleaseee!  
  
And my,  
You know my mind's made up,  
This time.  
There's no goin' back to find,  
What we had.  
And I know,  
There's no light left to shine.  
There's no wrong,  
But there's no right.  
So enough.  
I'm givin' you up.  
  
Yeahhhhh!  
My mind's made up!  
Yeahhhhhh  
I'm giving you up,  
I'm giving you up,  
I'm giving you up.

"
32647,Flo-Rida,I Know You Got A Man,/f/flo+rida/i+know+you+got+a+man_21032479.html,"[Chorus]  
I know you got a man, man, man  
But tell me what your man, man, man  
Got to do with me, me, me  
Uh oh uh oh oh  
Got to do with me, me, me  
Uh oh uh oh oh  
I know you got a girl, girl, girl  
But tell me what your girl, girl, girl  
Got to do with me, me, me  
Uh oh uh oh oh  
Got to do with me, me, me  
Uh oh uh oh oh  
  
Listen,  
I know you got a man, but your man ain't Luda  
So please don't let him fool ya  
Cos the nigga don't really know how to do ya  
Who's your daddy rolling all up in the caddy  
Sun roof top with the diamond in the back  
Coming to get some of the bomb in the sack  
Like a bomb in Iraq I'ma come and attack  
Every inch of your body after the after party  
And then on to the hotel lobby riding me like a Ducatti  
Faster than a Bugatti  
I'm like whoa Kimosabe  
Good golly shorty a freak or she been practicing Pilates  
I'm probably just stripping tongue sk-skipping like a track broke  
But if she think I'm fronting just wait til she see my back stroke  
Haa, I be your side piece but what's our future plans  
Cause I be on ya like damn  
  
[Chorus]  
  
Hey, ok, ok, so that's your mans and 'em  
I ain't tellin' you to cancel him  
Do do your thing, look shorty I gotta respect your answer 'em  
Them there's your boyfriend, I just wanna be your toy friend  
Your other, other man  
Not not your lo-lo-lover man, undercover man  
How many rubber man's would it take for you  
Lil' mama to be apart of my plan  
What do you need in advance,  
I can see both of us showing in France  
I can look back at your thong in my hand  
Louis Vuitton no more Donna Karen  
Couple of stacks so what is you saying  
Like Denzel Washington ""My Man""  
I don't wanna hear no mo' more bout him  
What it gotta do with me you grown ass woman  
I'm a grown ass man so we both know a lot about the birds and the bee's  
Hold on shorty lets conversate, conjugate, constipate  
Get stuck on each other, you coming up outta your lingerie, hey  
I know you got a man  
  
[Chorus]  
  
Nada, nada, not a damn thing  
He wouldn't know what to do if he tried it  
And I ain't hating, you need some room to breathe and  
I can be your ventilation  
You need a lil' lovin' just a lil' stimulation  
A hug a lil' kissing and then a lil' penetration  
Give it to you like you never had it before  
And you ain't never gon' think about his ass again  
Lips, hips, eyes, thighs here I'm gon' have to give that ass a ten  
And they can get a five even though one of them kinda fine  
But ain't none of them got nothing on you, you  
So let's go somewhere to dine and sip some expensive wine  
Later on tell me what we gon' do d,o  
We gon' bump and we gon' grind so good it should be a crime  
And next time tell your friends to come too, too.  
  
[Chorus]

"
6048,Fiona Apple,Shadowboxer,/f/fiona+apple/shadowboxer_20053673.html,"Once my lover, now my friend.  
What a cruel thing to pretend.  
What a cunning way to condescend.  
Once my lover, and now my friend.  
  
Oh, you creep up like the clouds.  
And you set my soul at ease.  
Then you let your love abound,  
And you bring me to my knees.  
  
Oh, it's evil, babe, the way you let your grace enrapture me.  
When well you know, I'd be insane  
To ever let that dirty game recapture me.  
You made me a Shadowboxer, baby.  
  
I want to be ready for what you do.  
I've been swinging all around me  
""'Cause I don't know when you're gonna make your move.  
Oh, your gaze is dangerous.  
  
And you fill your space so sweet.  
If I let you get to close,  
You'll set your spell on me.  
So darlin', I just want to say  
  
Just in case I don't come through,  
I was on to every play  
I just wanted you.  
Oh, it's so evil, my love.  
  
The way you've no reverence to my concern.  
So I'll be sure to stay wary of you, love.  
To save the pain  
Of once my flame, and twice my burn.

"
43947,Michael W. Smith,Reve Du Noel,/m/michael+w+smith/reve+du+noel_20608993.html,"(Choir):  
Sing we now of Christmas  
Sing we all Noel  
Of the Lord and Savior  
We the tidings tell  
Sing we Noel  
For Christ the King is born  
Sing we Noel  
For Christ the Lord is born  
Angels from on high  
May shepherds come and see  
Born in Bethlehem  
A blessed family  
Glory to God  
For Christ our King is born  
Glory to God  
For Christ our Lord is born  
Sing we now of Christmas  
Sing we all Noel  
Sing we now of Christmas  
Sing we all Noel  
Sing we all Noel  
Sing we all Noel  
  
(piano solo)  
  
Emmanuel 4x  
Wonderful Counseler,  
Lord of life, Lord of all.  
He's the Prince of Peace,  
Mighty God, Holy one  
Emmanuel, Emmanuel.  
(repeat)  
  
(Sing we now of Christmas)

"
18471,Scorpions,Hurricane 2000,/s/scorpions/hurricane+2000_20219229.html,"It's early morning  
The sun comes out  
Last night was shaking  
And pretty loud  
My kitty is purring  
And scratches my skin  
So what is wrong  
With another sin  
The bitch is hungry  
She needs to tell  
So give her inches  
And feed her well  
More days to come  
New places to go  
I've got to leave  
It's time for a show  
  
Here I am, rock you like a hurricane  
Here I am, rock you like a hurricane  
  
My body is burning  
It starts to shout  
Desire is coming  
It breaks out loud  
Lust is in cages  
Till storm breaks loose  
Just have to make it  
With someone I choose  
The night is calling  
I have to go  
The wolf is hungry  
He runs the show  
He's licking his lips  
He's ready to win  
On the hunt tonight  
For love at first sting  
  
Here I am, rock you like a hurricane  
Here I am, rock you like a hurricane  
Here I am, rock you like a hurricane  
Here I am, rock you like a hurricane...

"
41385,Leann Rimes,You Light Up My Life,/l/leann+rimes/you+light+up+my+life_20081835.html,"So many nights, I'd sit by my window,  
Waiting for someone to sing me his song.  
So many dreams, I kept deep inside me,  
Alone in the dark, now you've come along.  
  
And you light up my life,  
You give me hope, to carry on.  
You light up my days  
And fill my nights with song.  
  
Rollin' at sea, adrift on the waters  
Could it be finally, I'm turning for home  
Finally a chance to say, ""hey, I love you""  
Never again to be all alone.  
  
And you light up my life,  
You give me hope, to carry on.  
You light up my days  
And fill my nights with song.  
  
You, you light up my life  
You give me hope to carry on  
You light up my days  
And fill my nights with song  
It can't be wrong, when it feels so right  
  
'Cause you, you light up my life

"
14251,Nitty Gritty Dirt Band,All I Have To Do Is Dream,/n/nitty+gritty+dirt+band/all+i+have+to+do+is+dream_20101227.html,"Dream, dream dream dream, dream, dream dream dream  
When I want you in my arms,  
When I want you and all your charms  
Whenever I want you, all I have to do, is  
Dream, dream dream dream  
  
When I feel blue in the night,  
And I need you to hold me tight  
Whenever I want you, all I have to do, is  
Dream, dream dream dream  
  
I can make you mine, taste your lips of wine,  
Any time, night or day  
Only trouble is, gee wiz,  
I'm dreamin' my life away  
  
I need you so that I could die,  
I love you so, and that is why  
Whenever I want you, all I have to do, is  
Dream, dream dream dream, dream  
  
I can make you mine, taste your lips of wine,  
Any time, night or day  
Only trouble is, gee wiz, I  
'm dreamin' my life away  
  
I need you so that I could die,  
I love you so, and that is why  
Whenever I want you, all I have to do, is  
Dream, dream dream dream (repeats out)

"
36874,Ingrid Michaelson,Be OK,/i/ingrid+michaelson/be+ok_20769872.html,"I just want to be okay, be okay, be okay  
I just want to be okay today  
I just want to be okay, be okay, be okay  
I just want to be okay today  
  
I just want to feel today, feel today, feel today  
I just want to feel something today  
I just want to feel today, feel today, feel today  
I just want to feel something today  
  
[Chorus]  
Open me up and you will see  
I'm a gallery of broken hearts  
I'm beyond repair, let me be  
And give me back my broken parts  
  
I just want to know today, know today, know today  
I just want to know something today  
I just want to know today, know today, know today  
Know that maybe I will be okay  
  
[Chorus]  
  
Just give me back my pieces  
Just give them back to me please  
Just give me back my pieces  
And let me hold my broken parts  
  
I just want to be okay, be okay, be okay  
I just want to be okay today  
I just want to be okay, be okay, be okay  
I just want to be okay today  
  
I just want to feel today, feel today, feel today  
I just want to feel something today  
I just want to know today, know today, know today  
Know that maybe I will be okay  
Know that maybe I will be okay  
Know that maybe I will be okay

"
21927,Yeah Yeah Yeahs,Under The Earth,/y/yeah+yeah+yeahs/under+the+earth_21059766.html,"Down, down under the earth goes another lover  
  
Down, down under earth goes another lover  
Down, down under earth goes another lover  
  
Twelve times put a hex on you  
Small mouths don't dare to shout out  
No fun for a night out  
No fun for a night out on the town  
  
Twelve times put a hex on you  
Small mouths don't dare to shout it out  
No fun for a night out  
No fun for a night out on the town  
  
Run away, run away  
That you'll stay here  
On your own, on your own you're not safe (run away, run away)  
On your own, on your own you're not safe  
  
Down, down under earth goes another lover  
Down, down under the earth goes another lover  
Milk you for what you're worth and call it murder  
Down, down under the earth goes another lover

"
15793,Pet Shop Boys,A Face Like That,/p/pet+shop+boys/a+face+like+that_21033054.html,"With a face (with a face)  
With a face (with a face)  
Only this morning  
The thought I've been wanting  
The tropical storm was passing through  
And so were you  
How come you're always crashing  
Saw your eyes flashing  
The tropical storm was passing through  
And so were you  
With a face like that  
How couldn't I want you  
With a face like that  
Why wouldn't I fall in love with you  
With a face like that  
With a face like that, you could win a fortune  
With a face like that, you could have the moon  
With a face like that, you could look as your master  
With a face like that  
In a place like this  
Why wouldn't I fall in love  
With a face like that  
Why wouldn't I fall in love  
  
With a face like that  
Follow a lighting  
Touch your heels heightening  
With it or hate it much more real  
And a permission I bare  
Standing so near me  
You put the fear of God in me  
Felt like the town was falling down  
And there you are  
With a face like that  
How couldn't I want you  
With a face like that  
Why wouldn't I fall in love with you  
With a face like that  
With a face like that, you should be a law suit  
With a face like that, can I bow down and point  
With a face like that, all the girls want too  
With a face like that  
In a place like this  
Why wouldn't I fall in love  
With a face like that  
Why wouldn't I fall in love  
With a face like that

"
35552,"Harry Connick, Jr.",I'm Walkin',/h/harry+connick+jr/im+walkin_20266557.html,"I'm walkin', yes indeed and I'm talkin'  
About you and me, I'm hopin'  
That you'll come back to me,  
I'm lonely as I can be, I'm waitin'  
For your company, I'm hopin'  
That you'll come back to me  
  
What you gonna do when the well runs dry?  
You gonna run away and hide  
I'm gonna run right by your side  
For you pretty baby I'll even die  
I'm walkin', yes indeed and I'm talkin'  
About you and me, I'm hopin'  
That you'll come back to me  
  
Well, what you gonna do when the well runs dry?  
You're gonna sit right down and cry  
What you gonna do when I say goodbye  
All you gonna do is dry your eye  
I'm walkin', yes indeed and I'm talkin'  
About you and me, I'm hopin'  
That you'll come back to me

"
18196,Roxette,Salvation,/r/roxette/salvation_20118722.html,"I can barely remember my past  
Everything seems to disappear so fast  
But I recall being jealous and alone  
Gazing at the dreams going by  
  
I started my life when you knocked on the door  
Found something inside I didn't dare to ignore  
Now I do believe in flowers on the moon  
I'll swim beside the golden tide  
  
You crashed by the gate  
Captured my fate  
Salvation  
My eyes couldn't see  
I hardly breathed  
I was diving so deep  
Salvation  
  
I'm down in the study holding on to my luck  
Will you still love me when I call you up?  
I gave you my body, the power over me  
Come on, bring out the best in me  
  
You crashed by the gate  
Captured my fate  
Salvation  
My eyes couldn't see  
I hardly breathed  
My heart was asleep  
Salvation  
Some will get broken  
Others will get lucky like me meeting you  
Don't pass me by  
  
You crashed by the gate  
Captured my fate  
Salvation  
My eyes couldn't see  
I hardly breathed  
I was down on my knees  
Salvation  
Some will get broken  
Others will get lucky like me meeting you  
Don't pass me by  
Don't pass me by  
  
I found salvation, oh yea  
You bring me salvation  
I found salvation

"
47780,Pearl Jam,Even Flow,/p/pearl+jam/even+flow_20106368.html,"Freezin' rests his head on a pillow made of concrete again  
Oh Feelin' maybe he will see a little better set of days  
Oh hand out faces that he sees time again ain't that familiar  
Oh dark grin he can't help when he's happy he looks insane  
Even flow  
  
Thoughts arrive like butterflies  
Oh he don't know  
So he chases them away  
Someday yet he'll begin his life again  
Life again  
  
Kneelin' looking through the paper though he doesn't know how to read  
Prayin', now to something that has never showed him anything  
Oh, feelin', understands the weather or that winters on it's way, yeah  
Oh, ceilings, few and far between are the legal halls of shame  
Even flow  
  
Thoughts arrive like butterflies  
Oh, he don't know  
So he chases them away  
Someday yet he'll begin his life again  
Whispering hands, carry him away  
Him away, him away  
Yeah!  
Woo  
Oh yeah yeah

"
6565,Gary Valenciano,May Kasama Ka,/g/gary+valenciano/may+kasama+ka_20267633.html,"Sa hirap ng buhay  
Balita ko'y nais mong bumigay  
Sa tindi ng problema  
Nais mo raw bumitaw  
Huwag kang mawawalan ng pag-asa  
Hindi ka nag-iisa  
Sa hirap at ginhawa  
Kaibigan may kasama ka  
Kahit na anong pagsubok  
Kahit na ano pa'ng dumating  
Kahit na kahapon mo'y kay dilim  
Araw ay sisikat din  
Kaibigan ba't hindi ka magdasal  
Isiping laging may nagmamahal  
Tunay na magkaibigan  
Walang iwanan  
Kumulog, bumagyo, makalbo man ang ulo  
Lumahar, kumidlat, tumaba o pumayat  
Tumanda, bumaha, iwan ka man ng iyong asawa  
Hindi ka nag-iisa  
Kaibigan may kasama ka  
(Kaibigan, may kasama ka)  
Malayo man ang pangarap  
Maaabot mo rin  
Basta't ika'y magsikap  
Malayo ang mararating  
Huwag lang mawawalan ng pag-asa  
Hindi ka nag-iisa  
Sa hirap at ginhawa  
Kaibigan may kasama ka  
Kumulog, bumagyo, makalbo man ang ulo  
Lumahar, kumidlat, tumaba o pumayat  
Tumanda, bumaha, iwan ka man ng iyong asawa  
Hindi ka nag-iisa  
Kaibigan may kasama ka  
(Kaibigan, may kasama ka)  
Kumulog, bumagyo, makalbo man ang ulo  
Lumahar, kumidlat, tumaba o pumayat  
Tumanda, bumaha, iwan ka man ng iyong asawa  
Hindi ka nag-iisa  
Kaibigan may kasama ka  
(Kaibigan, may kasama ka)  
Laging may kasama ka

"
36850,Indigo Girls,Ozilline,/i/indigo+girls/ozilline_20067285.html,"""he did, he observed Saturday as the sabbath""  
""what, what kind of faith does that make him?""  
""Uh, he didn't have one""  
""oh, O-K""  
""He didn't believe in any one thing,  
he would go out on the street and all the kids would play the  
with a drum like thing, some kind of an instrument, yeah,  
and mama played the organ.  
she had a organ and she played that and she got a real big kick out of it.""  
  
Oh Ozilline  
The moon is almost full  
And you don't need a torchlight  
To see into these woods  
Now sister bring the medicine  
To keep you from decline  
But it's the waxing and the waining  
That's always on your mind  
  
[Chorus]  
I said, oh Ozilline  
(Oh Ozilline)  
I feel for you  
I said, oh Ozilline  
(Oh Ozilline)  
I feel for you  
  
As soon as the corn's in  
The deer will come to feed  
And when the berry ripens  
The bird will come to eat  
You build by the river  
It's pretty but you'll pay  
'Cause the springtime brings the flood plain  
And your cutbank washes away  
  
[Chorus]  
  
I had to put the dog down  
Before I hit the road  
Yeah I watched that sweet old life  
Become a bag of bones  
So when you're body's broken  
And your heart wants to give in  
And you hear that hoot owl callin'  
Just like she was a friend  
  
[Chorus]  
  
I said Ozilline she don't let you cry  
If you ask her where it hurts  
I said Ozilline she don't let you cry  
If you ask her where it hurts  
She said what a blessed sky

"
18952,Stevie Wonder,Ribbon In The Sky,/s/stevie+wonder/ribbon+in+the+sky_20131889.html,"Oh so long for this night I prayed  
That a star would guide you my way  
To share with me this special day  
Where a ribbon in the sky for our love  
  
If allowed may I touch your hand  
And if pleased may I once again  
So that you too will understand  
There's a ribbon in the sky for our love  
  
This is not a coincidence  
And far more than a lucky chance  
But what is that was always meant  
Is our ribbon in the sky for our love, love  
  
We can't lose with God on our side  
We'll find strength in each tear we cry  
From now on it will be you and I  
And our ribbon in the sky  
Ribbon in the sky  
A ribbon in the sky for our love  
  
There's a ribbon in the sky for our love

"
20765,Vertical Horizon,The Man Who Would Be Santa,/v/vertical+horizon/the+man+who+would+be+santa_20144001.html,"And the man who would be Santa slips into the room  
And the hour of daylight's yet to come, but he hopes they don't wake too soon  
All the presents wrapped in paper and tied with a bow  
The children sleep upstairs and Santa works below  
And he can hear the children dreaming  
  
Oh, la la la, la la la  
Ah, la la la, la la la  
  
[Chorus]  
And he says  
All I want is for you to have  
A life you love and live  
Take from me all I have to give  
Because you are in my heart  
  
And the man who would be Santa tells his son to write  
And to call him if he needs him in the middle of the night  
Don't you worry don't you cry now you'll do just fine  
Your mother and I love you  
We think about you all the time  
And he can see the train is leaving  
  
Oh, la la la, la la la  
Ah, la la la, la la la  
  
[Chorus]  
  
Now the old man sits and tells of days when time stood still  
The hours always seem to fade but the memory never will  
And all the love that you gave me  
And all the dreams in the night  
And I just want to thank you while the day's still light  
But I can see the sun is setting  
  
Oh, la la la, la la la  
  
[Chorus: x2]  
  
You are in my heart

"
39052,Judy Garland,Day In-Day Out,/j/judy+garland/day+in+day+out_20821665.html,"Day in, day out  
The same old hoodoo follows me about  
The same old pounding in my heart whenever I think of you  
And, darling, I think of you  
Day in and day out  
  
Day out, day in  
I needn't tell you how my days begin  
When I awake, I awaken with a tingle  
One possibility in view  
That possibility of maybe seeing you  
  
Come rain, come shine  
I meet you and to me the day is fine  
Then I kiss your lips  
And the pounding becomes  
The ocean's roar  
A thousand drums  
Can't you see it's love  
Can there be any doubt  
When there it is  
Day in, day out

"
20486,Van Morrison,A New Kind Of Man,/v/van+morrison/a+new+kind+of+man_20142917.html,"There's a voice cryin' out in the wilderness  
All your trails have not been in vain  
And you're doin' the best you know how to do  
Gaining strength in the things that remain  
  
You're part of the plan  
For a new kind of man, to come through  
  
There's an angel that's watching right over you  
All your trials have not been in vain  
Won't you lift your head up to the starry night  
Finding strength in the things that remain  
  
You're part of the plan  
For a new kind of man, to come through  
  
When a man comes through  
He must do what he's supposed to do  
When a man comes through.  
He can't do what everyone expects him  
  
Won't you lift your head up to the mountain top  
All your trials have not been in vain  
There's a light that keeps shining up ahead of you  
Every step of the way that you take  
  
It's part of the plan  
For a new kind of man  
It's part of the plan  
For a new kind of man, to come through  
It's part of the plan  
For a new kind of man  
New kind of man  
New kind of man

"
55326,Vybz Kartel,Drop Top,/v/vybz+kartel/drop+top_21065020.html,"You are never ever broke again  
But tell the boss  
Fill me now till I walk again  
Let's loving in  
Let it drop the man  
So pull a fold  
The corenzi corenti  
Morning me why  
Say a morning mi a princess  
Morning me why  
Say a morning mi a princess  
She said  
Me one me one knows  
Fill it long enough  
Me one mi one girls  
See me long enough  
Me one me one knows  
Fill it long enough  
Me one mi one girls  
See me long enough  
  
I wanna make it till long enough  
Said I owe my best friend  
Make me change the address day  
Me keep it real with the skill  
Drive past I'm listening  
If I no dollars me  
  
Me off the dollar me an X day  
Pimp pimp keep your posse on extends  
You wanted it you wasting  
Say a morning mi a princess  
Morning me why  
Say a morning mi a princess  
She said  
Follow me a little boy  
Mi a princess  
Me one me one knows  
Fill it long enough  
Me one mi one girls  
See me long enough  
Me one me one knows  
Fill it long enough  
Me one mi one girls  
See me long enough

"
11891,Loretta Lynn,Ain't It Funny,/l/loretta+lynn/aint+it+funny_20284344.html,"The sun comes up and brings the dawn to a new day  
The kids run out to play the games like kids all play  
To a child the world is milk and honey  
A dime is a lot of candy money  
Oh, ain't it funny, now, ain't it funny?  
Running barefoot through the fields in the rain  
Chasin' pretty butterflies in the lane  
The world's a mess and they wonder why  
Oh, what a pretty blue, blue sky  
Gee, ain't it funny, now, ain't it funny?  
The kids all say grown ups are strange and aren't they?  
They teach their kids not to do as I do but as I say  
They cry for peace and then make war  
And wonder what they're fighting for  
Oh, ain't it funny, now, ain't it funny?  
Oh, gee ain't it funny, now, ain't it funny?  

"
29549,Depeche Mode,My Secret Garden,/d/depeche+mode/my+secret+garden_20039247.html,"My secret garden's not so secret anymore  
Run from the house holding my head in my hands  
Feeling dejected, feeling like a child might feel  
It all seems so absurd  
That this should have occurred  
My very only secret  
And I had to go and leak it!  
My secret garden's not so secret anymore!  
  
No, my secret garden's not so secret anymore!  
Run through the fields, down to the edge of the water  
Can't stay long, here comes the reason why,  
She'll catch me if she can,  
Take me by the hand  
I'll have to keep on running  
And I just can't see the fun in  
My secret garden not being secret anymore!  
  
It used to be so easy  
On days such as these she'd  
Search and search for hours  
In among the flowers  
I loved it!, I loved her!  
Play the fool, act so cruel, I loved it!  
Read her book, take a look, I loved her!  
  
It all seems so absurd  
That this should have occurred  
My very only secret  
And I had to go and leak it!  
My secret garden's not so secret anymore!

"
